PID,group,gender,age,SWS,abi_average,math_average,BF_Gew,BF_Ext,BF_Neu,BF_Ver,BF_Off,procrastination,SELLMO_LZ,SELLMO_AL,SELLMO_VL,SELLMO_AV,nfc,second_try,prior_knowledge,entrance_certificate,study_program,semester,financing_parents,financing_bafoeg,financing_scholarship,financing_job,financing_others
200,A,weiblich,21,24,2.7,5,11,19,16,18,15,31,31,18,14,23,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,4,TRUE,FALSE,FALSE,TRUE,FALSE
283,B,männlich,23,26,2.7,4,17,15,8,13,11,23,33,14,10,22,6,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,FALSE,FALSE
290,B,weiblich,23,20,2.0,NA,15,11,18,21,17,24,38,22,24,23,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
298,B,männlich,20,40,2.3,9,14,19,12,13,12,24,26,28,24,25,2.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
299,A,weiblich,20,12,1.7,11,16,11,13,17,15,20,32,15,8,10,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
302,B,weiblich,20,4,2.7,8,13,17,14,19,14,21,33,19,16,19,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,5,TRUE,FALSE,FALSE,FALSE,FALSE
304,A,weiblich,21,12,2.4,6,16,16,15,20,16,19,34,13,15,17,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
307,B,männlich,23,5,2.8,2,11,15,10,19,16,33,33,23,21,24,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,7,TRUE,FALSE,FALSE,FALSE,FALSE
308,A,weiblich,23,15,2.5,7,17,14,19,19,14,32,36,34,39,19,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
313,B,weiblich,22,30,2.1,10,12,12,12,18,17,30,34,24,23,20,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
316,A,weiblich,23,13,2.6,6,19,14,17,20,16,21,39,20,17,12,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
321,A,weiblich,20,10,1.8,1,19,16,20,19,15,28,30,15,22,19,2.75,"Ja, ich habe bereits an der Klausur teilgenommen.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
325,A,männlich,24,13,3.4,NA,15,20,4,15,15,19,19,7,9,20,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Fachhochschulreife,Bachelor Sekundarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
326,A,weiblich,21,12,2.1,7,18,17,20,19,17,25,33,25,26,18,6.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,TRUE,FALSE,FALSE,FALSE,TRUE
346,A,männlich,22,31,1.9,13,12,16,5,21,16,35,32,8,8,20,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,5,TRUE,FALSE,FALSE,FALSE,FALSE
351,A,männlich,34,8,3,NA,18,16,11,18,17,12,36,21,20,23,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Meister/Techniker/Betriebswirt,Bachelor Primarstufe,5,FALSE,FALSE,FALSE,TRUE,FALSE
356,A,weiblich,28,8,1.7,13,13,14,17,16,20,24,39,16,15,14,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,6,FALSE,FALSE,FALSE,FALSE,FALSE
357,A,weiblich,21,12,2.6,4,16,18,18,17,19,24,36,26,20,19,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
358,A,männlich,27,9,2.6,4,13,18,4,20,19,28,38,14,10,30,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,TRUE,FALSE,FALSE,TRUE,FALSE
360,A,weiblich,21,18,2.3,9,12,10,15,15,19,26,36,14,17,20,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
366,B,männlich,26,10,2.7,5,14,16,8,16,19,22,35,10,8,19,4.5,"Ja, ich habe bereits an der Klausur teilgenommen.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,7,TRUE,FALSE,FALSE,TRUE,FALSE
379,B,weiblich,24,5,2.4,4,19,21,15,20,19,14,37,18,11,20,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,FALSE,TRUE,FALSE,TRUE,FALSE
388,B,weiblich,20,12,2.1,7,18,18,19,15,9,17,37,21,13,10,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,FALSE,FALSE
389,B,weiblich,23,8,2.3,5,11,6,15,20,12,32,30,23,34,25,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,FALSE,FALSE,FALSE,FALSE,FALSE
391,B,männlich,21,15,2.6,7,11,11,15,19,18,28,31,15,15,24,2.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,5,TRUE,FALSE,FALSE,FALSE,FALSE
392,A,weiblich,20,9,1.9,11,15,13,17,18,19,20,37,21,23,17,5.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
395,B,weiblich,20,15,1.4,10,16,11,7,21,16,26,31,15,8,8,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Primarstufe,3,FALSE,FALSE,FALSE,FALSE,FALSE
404,A,männlich,21,22,2.1,3,13,17,18,12,18,26,35,17,13,9,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
406,B,weiblich,23,15,2.7,4,20,21,7,19,15,19,38,18,17,19,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
414,B,weiblich,20,37,2.8,NA,17,17,13,19,16,17,36,18,9,14,4.5,"Ja, ich habe bereits an der Klausur teilgenommen.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,TRUE,FALSE,TRUE,FALSE
419,A,weiblich,20,5,2.2,2,16,21,15,19,17,26,37,20,21,17,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,5,TRUE,FALSE,FALSE,TRUE,FALSE
445,B,männlich,23,14,2.6,12,12,20,8,19,14,30,35,20,8,24,4.5,"Ja, ich habe bereits an der Klausur teilgenommen.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,7,TRUE,FALSE,FALSE,TRUE,FALSE
531,A,männlich,20,20,2.3,6,16,14,13,19,9,21,34,15,16,20,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
536,B,männlich,23,26,2.3,8,15,11,13,18,15,17,35,13,19,14,5.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
537,A,weiblich,19,NA,1.7,10,17,14,16,20,16,NA,33,22,16,13,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,TRUE,FALSE,FALSE,FALSE
538,A,männlich,19,24,2.4,4,15,17,11,11,15,19,24,18,13,16,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
539,A,weiblich,20,11,2.2,6,20,9,20,19,16,24,31,19,19,18,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
540,B,weiblich,20,18,2.0,2,15,7,18,11,10,29,36,28,35,21,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
541,B,weiblich,18,19,1.5,13,18,9,15,16,18,15,34,26,26,18,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
543,A,weiblich,20,20,2.2,10,18,11,14,15,16,13,39,14,23,20,5.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
545,B,weiblich,20,20,2.0,7,21,21,14,21,17,9,39,19,13,10,5.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,FALSE,FALSE,FALSE,FALSE,FALSE
546,A,weiblich,22,18,3.0,8,17,19,16,18,14,13,27,20,16,18,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
547,A,weiblich,19,24,1.2,13,16,14,13,20,14,34,38,24,19,15,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
548,B,weiblich,20,20,1.6,14,13,13,15,13,15,22,32,23,23,32,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
549,A,weiblich,20,24,2.3,8,10,15,16,21,17,26,37,11,11,14,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
551,B,weiblich,20,20,2.3,11,14,11,11,17,14,16,31,19,26,24,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
552,A,weiblich,20,20,1.6,14,18,9,10,18,17,23,32,25,19,25,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
553,B,weiblich,20,14,2.7,NA,16,16,11,16,14,15,32,24,24,22,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
554,A,weiblich,19,10,2.4,3,18,18,15,15,16,9,22,29,27,25,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
555,B,männlich,20,15,2.2,12,13,13,12,17,16,24,35,22,17,25,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
556,A,weiblich,20,16,1.6,15,17,13,10,13,11,15,20,25,20,29,2.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
557,B,weiblich,21,16,2.3,4,17,15,16,19,18,13,36,24,13,15,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,TRUE,FALSE,FALSE,FALSE
558,A,männlich,21,12,2.2,7,16,13,13,13,14,15,29,21,26,22,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
559,A,weiblich,20,9,2.5,8,17,18,11,15,13,17,27,19,27,17,3.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Fachgebundene Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
560,B,weiblich,20,18,1.9,NA,19,11,13,17,14,15,30,16,16,16,3.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
561,A,weiblich,20,10,1.5,9,16,15,17,15,19,23,38,26,22,14,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
563,A,weiblich,20,24,1.7,12,11,16,14,18,14,26,33,13,16,16,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
564,B,weiblich,21,24,2.2,5,19,20,15,19,19,21,40,22,10,10,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
565,B,männlich,20,18,2.0,2,18,11,14,18,14,16,38,13,10,12,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
567,B,weiblich,19,22,1.8,13,17,13,9,16,12,17,38,13,8,10,5.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
568,B,weiblich,23,20,1.2,15,20,8,18,17,18,22,37,16,15,13,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
569,A,männlich,20,15,2.5,10,19,13,11,14,12,12,35,24,16,20,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
570,A,weiblich,30,12,3.1,9,13,13,20,20,13,26,36,24,23,26,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,6,TRUE,FALSE,FALSE,FALSE,FALSE
572,A,weiblich,20,10,2.0,2,13,18,19,18,20,15,38,26,27,24,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,TRUE,FALSE,FALSE,FALSE
573,A,weiblich,22,14,2.5,7,15,16,16,12,20,22,32,20,23,26,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
574,A,weiblich,26,10,3.3,4,16,12,12,18,18,22,26,13,9,10,5.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
575,B,weiblich,21,20,1.9,6,18,13,18,19,8,16,40,20,17,11,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
576,A,weiblich,21,20,1.7,15,11,4,16,20,4,28,32,10,20,28,2.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
577,A,weiblich,20,16,2.0,8,18,12,14,18,11,15,34,20,18,15,4.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
578,B,weiblich,21,12,1.0,15,11,16,10,14,10,33,35,31,25,24,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,TRUE
580,A,weiblich,24,26,1.5,14,13,13,11,20,17,27,35,24,16,21,4.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,FALSE,TRUE
581,A,männlich,19,22,1.6,14,19,18,13,19,19,21,34,28,24,22,3.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Sekundarstufe,3,TRUE,FALSE,FALSE,TRUE,FALSE
582,A,weiblich,21,16,2.2,10,19,15,14,18,16,15,35,20,23,19,4,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
615,A,weiblich,19,18,1.0,14,20,14,19,19,17,21,32,22,19,23,2,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,FALSE,TRUE,FALSE,TRUE,FALSE
617,A,weiblich,21,3,3.1,2,11,17,18,15,19,30,31,17,16,21,1.75,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Pädagogogik der Kindheit,5,FALSE,FALSE,FALSE,TRUE,FALSE
619,A,weiblich,27,7,2.6,NA,17,11,15,21,20,32,26,11,12,13,6.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,7,FALSE,FALSE,FALSE,TRUE,FALSE
622,B,weiblich,20,16,2.2,11,17,13,11,19,13,16,34,20,19,17,5.25,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
624,A,weiblich,19,14,2.1,14,14,11,12,20,11,18,31,8,8,8,4.5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,Allgemeine Hochschulreife,Bachelor Primarstufe,3,TRUE,FALSE,FALSE,FALSE,FALSE
